episode,total_steps,episode_reward,episode_length,mean_reward_100,vehicles_processed,total_waiting_time,final_queue_length,convergence_metric,training_time_hours
217,868,0,4,0.0,0,0,0,0.0,0.0001331272390153673
218,872,0,4,0.0,0,0,0,0.0,0.00013368288675944011
219,876,0,4,0.0,0,0,0,0.0,0.0001347892814212375
220,880,0,4,0.0,0,0,0,0.0,0.00013536810874938964
221,884,0,4,0.0,0,0,0,0.0,0.00013592349158393012
222,888,0,4,0.0,0,0,0,0.0,0.00013648026519351536
223,892,0,4,0.0,0,0,0,0.0,0.00013718313641018336
224,896,0,4,0.0,0,0,0,0.0,0.00013774342007107204
225,900,0,4,0.0,0,0,0,0.0,0.00013829330603281657
226,904,0,4,0.0,0,0,0,0.0,0.00013912704255845813
227,908,0,4,0.0,0,0,0,0.0,0.0001396824253929986
228,912,0,4,0.0,0,0,0,0.0,0.00014027549160851373
229,916,0,4,0.0,0,0,0,0.0,0.0001405526532067193
230,920,0,4,0.0,0,0,0,0.0,0.000141108234723409
231,924,0,4,0.0,0,0,0,0.0,0.0001416696442498101
232,928,0,4,0.0,0,0,0,0.0,0.00014222542444864908
233,932,0,4,0.0,0,0,0,0.0,0.00014282047748565674
234,936,0,4,0.0,0,0,0,0.0,0.0001433791716893514
235,940,0,4,0.0,0,0,0,0.0,0.00014393462075127495
236,944,0,4,0.0,0,0,0,0.0,0.0001444902022679647
237,948,0,4,0.0,0,0,0,0.0,0.00014491670661502415
238,952,0,4,0.0,0,0,0,0.0,0.00014547513590918646
239,956,0,4,0.0,0,0,0,0.0,0.00014603204197353786
240,960,0,4,0.0,0,0,0,0.0,0.0001465876234902276
241,964,0,4,0.0,0,0,0,0.0,0.00014686524868011473
242,968,0,4,0.0,0,0,0,0.0,0.00014769872029622396
243,972,0,4,0.0,0,0,0,0.0,0.0001481168137656318
244,976,0,4,0.0,0,0,0,0.0,0.0001486752430597941
245,980,0,4,0.0,0,0,0,0.0,0.00014923069212171766
246,984,0,4,0.0,0,0,0,0.0,0.00014950858222113715
247,988,0,4,0.0,0,0,0,0.0,0.00015006403128306071
248,992,0,4,0.0,0,0,0,0.0,0.00015034185515509711
249,996,0,4,0.0,0,0,0,0.0,0.00015103903081681994
250,1000,0,4,0.0,0,0,0,0.0,0.00015396184391445583
251,1004,0,4,0.0,0,0,0,0.0,0.00015563017792171902
252,1008,0,4,0.0,0,0,0,0.0,0.00015910618835025364
253,1012,0,4,0.0,0,0,0,0.0,0.00016119135750664604
254,1016,0,4,0.0,0,0,0,0.0,0.00016299790806240507
255,1020,0,4,0.0,0,0,0,0.0,0.00016466465261247423
256,1024,0,4,0.0,0,0,0,0.0,0.0001664745807647705
257,1028,0,4,0.0,0,0,0,0.0,0.00016828748914930554
258,1032,0,4,0.0,0,0,0,0.0,0.0001698180701997545
259,1036,0,4,0.0,0,0,0,0.0,0.00017190429899427626
260,1040,0,4,0.0,0,0,0,0.0,0.0001737131675084432
261,1044,0,4,0.0,0,0,0,0.0,0.0001751019557317098
262,1048,0,4,0.0,0,0,0,0.0,0.00017635438177320692
263,1052,0,4,0.0,0,0,0,0.0,0.00017774409717983669
264,1056,0,4,0.0,0,0,0,0.0,0.00017927527427673339
265,1060,0,4,0.0,0,0,0,0.0,0.0001806643936369154
266,1064,0,4,0.0,0,0,0,0.0,0.0001822071605258518
267,1068,0,4,0.0,0,0,0,0.0,0.00018359568383958605
268,1072,0,4,0.0,0,0,0,0.0,0.0001851396428214179
269,1076,0,4,0.0,0,0,0,0.0,0.00018753475613064236
270,1080,0,4,0.0,0,0,0,0.0,0.0001889250675837199
271,1084,0,4,0.0,0,0,0,0.0,0.00019073486328125
272,1088,0,4,0.0,0,0,0,0.0,0.0001925410164727105
273,1092,0,4,0.0,0,0,0,0.0,0.00019393252001868354
274,1096,0,4,0.0,0,0,0,0.0,0.000195461908976237
275,1100,0,4,0.0,0,0,0,0.0,0.00019671334160698784
276,1104,0,4,0.0,0,0,0,0.0,0.0001982438564300537
277,1108,0,4,0.0,0,0,0,0.0,0.00019991166061825223
278,1112,0,4,0.0,0,0,0,0.0,0.00020144224166870116
279,1116,0,4,0.0,0,0,0,0.0,0.0002031087875366211
280,1120,0,4,0.0,0,0,0,0.0,0.00020436227321624757
281,1124,0,4,0.0,0,0,0,0.0,0.00020575126012166342
282,1128,0,4,0.0,0,0,0,0.0,0.00020700501071082222
283,1132,0,4,0.0,0,0,0,0.0,0.00020839293797810874
284,1136,0,4,0.0,0,0,0,0.0,0.00020992391639285617
285,1140,0,4,0.0,0,0,0,0.0,0.00021131283707088893
286,1144,0,4,0.0,0,0,0,0.0,0.00021309826109144423
287,1148,0,4,0.0,0,0,0,0.0,0.000214208894305759
288,1152,0,4,0.0,0,0,0,0.0,0.00021573954158359105
289,1156,0,4,0.0,0,0,0,0.0,0.00021810226970248752
290,1160,0,4,0.0,0,0,0,0.0,0.00021949178642696805
291,1164,0,4,0.0,0,0,0,0.0,0.00022102197011311848
292,1168,0,4,0.0,0,0,0,0.0,0.0002229668034447564
293,1172,0,4,0.0,0,0,0,0.0,0.00022461387846204968
294,1176,0,4,0.0,0,0,0,0.0,0.00022642446888817682
295,1180,0,4,0.0,0,0,0,0.0,0.0002280907498465644
296,1184,0,4,0.0,0,0,0,0.0,0.00022934549384646946
